PostalCode,Borough,Neighborhood,BoroughLatitude,BoroughLongitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Tandem Coffee,43.65355870959944,-79.36180945913513,Coffee Shop
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cooper Koo Family YMCA,43.65324910177244,-79.35800826343677,Distribution Center
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Body Blitz Spa East,43.65473505045365,-79.35987433132891,Spa
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Distillery Historic District,43.65024435658077,-79.35932278633118,Historic Site
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Distillery Sunday Market,43.650074989330655,-79.36183171318665,Farmers Market
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,SOMA chocolatemaker,43.65062222570758,-79.35812684032683,Chocolate Shop
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Arvo,43.64996280366945,-79.36144178325522,Coffee Shop
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Parliament Square Park,43.65026388338689,-79.36219509081177,Park
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Souvlaki Express,43.65558391537734,-79.36443816909016,Greek Restaurant
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Young Centre for the Performing Arts,43.65082466432163,-79.35759324240415,Performing Arts Venue
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Underpass Park,43.65576361726024,-79.3548059463501,Park
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Brick Street Bakery,43.650574039683974,-79.35953942981405,Bakery
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cacao 70,43.650066694561666,-79.36072263183006,Dessert Shop
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Figs Breakfast & Lunch,43.65567455427388,-79.3645032892494,Breakfast Spot
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Aviary,43.65363394725125,-79.35466212072043,Pub
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Berkeley Church,43.65512324174501,-79.36587330410705,Event Space
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Corktown Common,43.655617799749734,-79.3562113397429,Park
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,TD Canada Trust,43.652779762702764,-79.3563362625656,Bank
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Starbucks,43.651613,-79.364917,Coffee Shop
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Caffe Furbo,43.649969882303814,-79.35884946388191,Café
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Subway,43.65570120830647,-79.36464396270765,Sandwich Place
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Sweet Escape Patisserie,43.65063217302609,-79.35870913127346,Bakery
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Soulpepper Theatre,43.65078003430492,-79.35761534068922,Theater
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Izumi,43.6499697935016,-79.36015326451906,Asian Restaurant
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cluny Bistro & Boulangerie,43.650565116074695,-79.35784287026658,French Restaurant
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dark Horse Espresso Bar,43.653080578844275,-79.3570778621122,Coffee Shop
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Arta Gallery,43.650022181882065,-79.36122168476822,Art Gallery
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Beer Store,43.657773,-79.3574632,Beer Store
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,El Catrin,43.650600737116996,-79.35892024942333,Mexican Restaurant
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Savoury Grounds,43.656820970004496,-79.3589698353747,Coffee Shop
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Vistek,43.65704640025721,-79.35966695607046,Electronics Store
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Mill St. Brew Pub,43.65035331843578,-79.35848936650571,Pub
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dollarama,43.651227,-79.36517,Discount Store
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,ODIN Cafe + Bar,43.656738544928054,-79.35650305267754,Café
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Flame Shack,43.656844075440546,-79.35891727496157,Restaurant
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Nava Social,43.656678,-79.356516,Café
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Kibo Sushi House 希,43.658522,-79.359717,Sushi Restaurant
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,GW General,43.650495,-79.357538,Antique Shop
M5A,Downtown Toronto,"Regent Park, Harbourfront",43.6542599,-79.3606359,Sumach-Shuter Parkette,43.65848972987893,-79.35869192148257,Playground
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Page One Cafe,43.65777161112601,-79.3760725691681,Café
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Blaze Pizza,43.656518,-79.380015,Pizza Place
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Oakham Café,43.658077944767534,-79.37831497990125,Café
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Burrito Boyz,43.656265264409015,-79.37834318376771,Burrito Place
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Milo's Pita,43.65626969248787,-79.38097430189029,Falafel Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Jazz Bistro,43.65567828473835,-79.37927565514764,Music Venue
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Ali Baba's - Yonge north of Dundas,43.6578670583589,-79.3811759912352,Middle Eastern Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,The Elm Tree Restaurant,43.65739749535259,-79.38376054171513,Modern European Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Magic Tailor,43.65374158228865,-79.37974523881418,Clothing Store
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Barberian's Steak House,43.65775512925926,-79.38217741375935,Steakhouse
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,DAVIDsTEA,43.65521877547618,-79.38094518163427,Tea Room
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,LUSH,43.653557,-79.3804,Cosmetics Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,KAKA,43.65745745164475,-79.38419169987876,Japanese Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Danish Pastry House,43.654574,-79.38074,Bakery
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Second Cup,43.65602745564191,-79.38057491935326,Coffee Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Kinton Ramen,43.660631695006714,-79.37887964897601,Ramen Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Kabul Express,43.65669146835466,-79.37664313658586,Middle Eastern Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,College Park Area,43.659453,-79.383785,Park
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Five Guys,43.657116518476315,-79.38085267976494,Burger Joint
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,HomeSense,43.6531486,-79.3794184,Furniture / Home Store
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,Gastropub
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,MAC Cosmetics,43.65405547492733,-79.38071368220903,Cosmetics Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Indigo,43.65351471121164,-79.38069591056922,Bookstore
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Ethiopiques,43.65651274304155,-79.377077748846,Ethiopian Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Thai On Yonge,43.658607309508525,-79.38199875669441,Thai Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Subway,43.65695287619877,-79.3772962457842,Sandwich Place
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Katsuya,43.65986035759321,-79.37878806223506,Japanese Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Red Lobster,43.656328,-79.383621,Seafood Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Ryerson Athletics Centre,43.65843443942876,-79.37929610991361,College Rec Center
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,GB Hand-Pulled Noodles,43.65643422548463,-79.3837827356398,Chinese Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,BMV Books,43.657047061091596,-79.38166061431659,Bookstore
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,RBC Royal Bank,43.659299040290946,-79.38245885235223,Bank
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Balzac's Coffee,43.65785440672277,-79.37919981155157,Coffee Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Elmwood Spa,43.6577592341367,-79.38258620521141,Spa
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Starbucks,43.65907956058055,-79.38056191501433,Coffee Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,The Senator Restaurant,43.65564091455335,-79.37919882575557,Diner
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Subway,43.65648791389586,-79.37816775274234,Sandwich Place
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,CF Toronto Eaton Centre,43.654446920401455,-79.38095230798749,Shopping Mall
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Tangerine Café,43.653936903308185,-79.37972202364307,Bank
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Hokkaido Ramen Santouka らーめん山頭火,43.65643520293576,-79.37758637997793,Ramen Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Starbucks,43.65446528594945,-79.37891894388453,Coffee Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,The Saint James Hotel,43.659398011456965,-79.38093249633705,Hotel
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Chatime 日出茶太,43.65554164147378,-79.38468427043244,Bubble Tea Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Nordstrom,43.655041,-79.3809665,Clothing Store
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Donatello Restaurant,43.657489310288014,-79.38360495100461,Italian Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Fine Asian Bowl,43.6553866,-79.3803264,Vietnamese Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Booster Juice,43.65631796,-79.38276487,Juice Bar
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Bath & Body Works,43.65418247138001,-79.38094783233447,Distribution Center
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Nordstrom Ebar,43.654648676831954,-79.38057377013143,Coffee Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Marriott Downtown at CF Toronto Eaton Centre,43.654728444284025,-79.3824216350913,Hotel
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Subway,43.654974,-79.380885,Sandwich Place
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,RBC Royal Bank,43.6555428759779,-79.38393138349056,Bank
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,MUJI,43.656024,-79.383284,Miscellaneous Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,SEPHORA,43.6535272,-79.3801543,Cosmetics Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Pantages Lounge & Bar,43.654493431269564,-79.3789996004105,Cocktail Bar
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Roots,43.65361341708363,-79.38024401664734,Clothing Store
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Bangkok Garden,43.6578702903203,-79.38283718957292,Thai Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Tim Hortons,43.65685033174256,-79.3767973780632,Coffee Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Subway,43.656277025598015,-79.38328449129983,Sandwich Place
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Tim Hortons,43.65690736298195,-79.3773287381231,Coffee Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Rocky Mountain Chocolate Factory,43.653461879394335,-79.38066874301344,Candy Store
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Starbucks,43.657488,-79.374592,Café
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Subway,43.6600869,-79.3782316,Sandwich Place
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Sliced,43.65719251976614,-79.38448934975915,Café
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Tim Hortons,43.65521249025681,-79.38006296753883,Coffee Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Panago,43.65825817735338,-79.38431282558368,Pizza Place
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Fresh Start Coffee Co.,43.657377165116216,-79.38439256972293,Café
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Michael Kors,43.6538674,-79.3805559,Boutique
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,EB Games,43.65529344166874,-79.38032812642462,Video Game Store
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Starbucks,43.65748,-79.384502,Coffee Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Shoppers Drug Mart,43.658475,-79.384868,Pharmacy
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,The Ram in the Rye,43.65794559312108,-79.37783573199916,Bar
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Boston Pizza,43.659338317692985,-79.38226037293168,Pizza Place
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,La Senza,43.65341535574805,-79.38067542641659,Lingerie Store
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Bell Trinity Square,43.65347479872822,-79.38246987630343,Office
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Zavida Coffee Roasters,43.659692329544725,-79.38263798664069,Coffee Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Jack Astor's Bar & Grill,43.65601939992059,-79.38032551379719,Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Banana Republic,43.65314418885893,-79.3805088960527,Clothing Store
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Scaddabush Italian Kitchen & Bar,43.658920292028725,-79.38289105381784,Italian Restaurant
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Scotch & Soda,43.6529265,-79.3801372,Clothing Store
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Dairy Queen / Orange Julius,43.65278527284056,-79.3803219006021,Ice Cream Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Tim Hortons,43.653625387351404,-79.37773162129393,Coffee Shop
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Subway,43.65461271472636,-79.37618851036927,Sandwich Place
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Williams-Sonoma,43.653477637529726,-79.38043431556247,Kitchen Supply Store
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,lululemon athletica,43.6532862,-79.3807642,Clothing Store
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Vans,43.654825509733335,-79.38024076741966,Shoe Store
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Reds Midtown Tavern,43.659128249470015,-79.38226565563255,Wine Bar
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Smoke's Poutinerie,43.65737935238092,-79.37345459540276,Poutine Place
M5B,Downtown Toronto,"Garden District, Ryerson",43.6571618,-79.3789371,Ali Basha Cafè,43.6566897,-79.3754589,Hookah Bar
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Aveda Institute Toronto,43.65009640955562,-79.37362952211767,Cosmetics Shop
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Mirto,43.650702,-79.376307,Italian Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Triple A Bar (AAA),43.65165840099557,-79.3727201723461,BBQ Joint
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Carisma,43.64961671774303,-79.3754337751762,Italian Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Dineen Coffee,43.650497,-79.378765,Café
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,P&H Salon & Spa,43.64965124383938,-79.37535057059037,Salon / Barbershop
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Pearl Diver,43.651481290733734,-79.37359954211877,Gastropub
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Portico,43.651855687900124,-79.37805540906518,Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Woods Restaurant & Bar,43.6493568159853,-79.37500248445933,Molecular Gastronomy Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Stonemill Bread,43.648668221542096,-79.37160962302049,Bakery
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,The Poet Cafe,43.65063683072023,-79.37127573699792,Café
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Berczy Park,43.64804835388851,-79.3751722909452,Park
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Café Plenty,43.6491179354577,-79.37831288380438,Café
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Magic Tailor,43.65374158228865,-79.37974523881418,Clothing Store
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,The George Street Diner,43.65297,-79.371467,Diner
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,HomeSense,43.6531486,-79.3794184,Furniture / Home Store
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Bulk Barn,43.64999368528393,-79.37009943145777,Grocery Store
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,LUSH,43.653557,-79.3804,Cosmetics Shop
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Scheffler's Deli,43.648643353516086,-79.37153681663685,Cheese Shop
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Schnitzel Queen,43.65423906004429,-79.37053284604036,German Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Buster's Sea Cove,43.6484950904393,-79.37146231793892,Seafood Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Paddington's Pump,43.649035,-79.371899,Diner
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Market Street Catch,43.64850142396483,-79.3718080237409,Seafood Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,C'est What,43.64842583928427,-79.37343925237656,Beer Bar
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Goose Island Brewhouse,43.64732926809359,-79.37354117631912,Beer Bar
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Indigo,43.65351471121164,-79.38069591056922,Bookstore
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Loaded Pierogi,43.647965,-79.373427,Comfort Food Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Power Up Game Bar,43.64827231186451,-79.37506275669105,Cocktail Bar
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Uncle Tony's Pizza and Pasta,43.64828690534951,-79.37500477402445,Italian Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Aroma Espresso Bar,43.648224,-79.376352,Coffee Shop
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,CC Lounge,43.64791735425827,-79.37451991085871,Cocktail Bar
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Rocky Mountain Chocolate Factory,43.653461879394335,-79.38066874301344,Candy Store
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Z-Teca Gourmet Burritos,43.6480141803431,-79.37911924716222,Burrito Place
M5C,Downtown Toronto,St. James Town,43.6514939,-79.3754179,Banana Republic,43.65314418885893,-79.3805088960527,Clothing Store
